Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748923196,100,,Aggregated,39.200000,26.600000,11,25,35,44,76,110,140,170,230,240,240,1628,1084,11,27.54256100798597,1.6190169999390491,242.19296400042367,1573.7242014742014
1748923197,100,,Aggregated,39.500000,26.700000,11,24,34,44,75,110,140,170,230,240,240,1668,1115,11,27.30281657374081,1.6190169999390491,242.19296400042367,1559.3663069544364
1748923198,100,,Aggregated,38.500000,25.800000,11,24,34,44,75,110,140,170,230,240,240,1710,1140,11,27.361478545615107,1.6190169999390491,242.19296400042367,1621.7497076023392
1748923199,100,,Aggregated,39.600000,27.300000,11,24,34,43,75,110,140,170,230,240,240,1744,1165,11,27.08958134117098,1.6190169999390491,242.19296400042367,1622.4231651376147
1748923200,100,,Aggregated,39.400000,27.100000,11,24,34,43,74,100,140,170,230,240,240,1785,1191,11,26.89905905490403,1.6190169999390491,242.19296400042367,1646.4621848739496
1748923201,100,,Aggregated,38.700000,26.000000,11,24,34,43,74,100,140,170,230,240,240,1820,1215,10,26.81965851923421,1.6190169999390491,242.19296400042367,1651.3186813186812
1748923202,100,,Aggregated,37.700000,25.900000,10,24,34,43,75,110,140,170,230,240,240,1869,1244,10,27.068078929380608,1.6190169999390491,242.19296400042367,1655.4852862493312
1748923203,100,,Aggregated,39.100000,26.100000,10,24,34,43,74,100,140,170,230,240,240,1911,1270,10,26.967410885408412,1.6190169999390491,242.19296400042367,1661.0015698587126
1748923204,100,,Aggregated,39.400000,26.300000,10,24,34,43,74,100,140,170,230,240,240,1949,1298,10,26.95861970139421,1.6190169999390491,242.19296400042367,1668.3632632119036
1748923205,100,,Aggregated,40.000000,26.400000,11,24,34,43,75,110,140,170,230,240,240,1991,1327,11,26.972296945764473,1.6190169999390491,242.19296400042367,1666.793571069814
1748923206,100,,Aggregated,39.200000,26.200000,11,25,34,44,75,110,140,170,230,240,240,2027,1346,11,27.271794978302253,1.6190169999390491,242.19296400042367,1659.550567340898
1748923207,100,,Aggregated,40.100000,26.500000,11,24,34,44,75,110,140,170,230,240,240,2068,1376,11,27.081712802718283,1.6190169999390491,242.19296400042367,1662.0111218568666
1748923208,100,,Aggregated,40.500000,27.300000,11,24,34,43,75,100,140,170,230,240,240,2108,1405,11,26.93695028606366,1.6190169999390491,242.19296400042367,1671.2746679316888
1748923209,100,,Aggregated,39.300000,25.600000,11,24,34,43,75,100,140,170,230,240,240,2140,1427,11,26.896158228982276,1.6190169999390491,242.19296400042367,1662.9116822429908
1748923210,100,,Aggregated,39.600000,26.000000,11,24,34,43,74,100,140,170,230,240,240,2181,1454,11,26.694197793683685,1.6190169999390491,242.19296400042367,1677.5414947271893
